AXP
36.908495
40.406014
41.66266
41.750537
39.861175
39.395426
37.919086
38.419987
41.381453
40.994794
41.021156
40.520255
40.906915
40.836614
39.769164
39.75152
38.278259
37.687193
38.066535
38.595849
39.43393
40.166147
40.316121
38.789932
39.15163
39.857382
42.142256
42.248118
42.35398
42.362804
45.282857
44.462419
44.48006
44.956444
42.962694
43.09502
43.192062
44.065432
43.236171
43.668446
43.986035
42.94505
42.839188
41.736449
40.122038
40.898367
40.095574
40.49256
40.713108
41.242421
40.889543
39.919135
39.089877
40.263189
41.842311
39.389822
38.913438
39.125162
37.572507
38.304724
39.398642
39.416286
37.722478
37.422533
37.607796
36.328618
36.063962
37.140232
36.116891
34.308401
33.55854
33.232127
35.305277
34.952399
35.49936
34.925935
36.655028
34.563999
34.590582
34.741206
33.234955
32.800803
35.148778
37.027163
37.381573
36.238597
33.660252
34.856391
32.260325
32.44639
31.338853
33.243818
33.261539
32.889405
32.951426
32.650176
34.307053
33.660252
32.251466
33.500767
34.705764
33.713412
32.685618
33.846318
34.617162
33.660252
32.543854
33.164075
32.791941
34.369075
33.500767
33.713412
34.395655
35.786721
35.157641
35.999369
36.247456
34.333633
34.909554
35.901905
33.88176
33.810876
34.342492
34.51084
31.436317
31.959075
29.274407
33.421024
35.795583
33.040031
33.917198
33.226097
33.518488
34.998155
28.840251
31.392016
31.472166
28.622394
27.491392
26.778948
25.158141
24.151816
21.373288
20.616317
24.312114
25.104708
21.738415
21.052688
20.776617
21.684982
23.50171
22.281653
21.845282
21.417815
20.553978
22.682401
22.450857
23.207828
24.490225
25.220479
26.55631
24.784108
22.192597
22.539912
21.355476
19.948401
17.8556
18.505706
17.802167
17.250025
17.258929
16.688975
15.344239
16.644448
18.861927
19.031132
19.859346
20.758805
17.490473
18.487894
19.476409
18.559138
19.396259
21.765132
20.740995
19.200336
17.926844
18.113861
17.223308
17.864506
17.641867
16.831464
17.303458
16.403998
15.994343
16.003249
15.949816
15.7628
16.029966
16.51977
17.214402
17.766546
18.763965
17.973526
18.000473
17.272908
16.913617
17.057333
16.01539
15.557294
15.278844
14.012344
15.153093
14.425528
14.371634
13.653053
14.982429
16.033355
15.009375
15.02734
15.251897
14.452475
14.694997
15.296809
16.105213
15.943532
14.344688
14.694997
14.542298
14.138095
12.539251
12.665003
11.560183
11.650006
10.91346
12.233854
11.739829
11.290715
10.83262
9.934393
10.617045
10.51824
9.278686
9.215811
9.557137
10.931425
10.71585
11.811687
11.757794
11.371556
11.605095
12.656021
11.739829
11.012265
13.078188
12.485357
12.673985
13.590177
12.979382
11.50629
12.242836
13.143981
13.635515
13.954102
13.79936
13.662823
14.309099
17.139971
18.623674
16.775872
18.769315
18.833032
19.852509
17.276507
17.813554
17.68612
19.087901
23.029275
22.05531
21.98249
22.710689
22.956455
22.109926
24.831567
24.18529
24.704131
23.639141
25.851044
23.70286
23.165813
21.927875
22.501331
22.05531
23.784781
22.56505
21.827748
21.98249
21.299804
22.364794
21.390829
22.119027
22.619664
23.657346
22.492228
22.282872
22.983763
22.710689
23.347862
24.51298
24.294521
23.329657
22.901841
22.965558
22.474025
21.800441
21.936978
22.428511
21.145062
21.290701
20.871988
22.246463
21.627494
21.845953
21.314019
21.093909
20.424407
21.570815
20.754571
20.837113
20.910483
21.295676
22.487942
22.432913
24.964182
25.936337
25.707056
26.495783
26.945175
26.376558
27.009375
27.064403
26.028049
25.386061
25.45026
25.89048
25.982193
26.275673
26.3307
27.84396
28.715229
29.980863
29.65987
28.898655
29.164621
29.329704
29.091251
27.871473
29.063739
29.07291
29.824953
30.127603
29.96252
30.100091
30.393571
31.145614
31.402412
31.017217
29.329704
29.302192
29.769925
30.118434
30.714567
31.264842
31.549152
31.33821
31.108928
31.778434
32.869813
32.099427
31.888488
30.962188
31.154788
30.815448
31.04473
30.329372
31.558322
31.17313
31.256112
29.928417
29.956079
30.629146
30.905748
31.339093
32.25188
32.214999
32.344083
32.1228
32.353302
32.768207
32.224221
32.952609
32.657563
32.36252
33.598013
31.883079
32.159681
33.14623
31.966056
33.598013
32.1228
32.897287
33.229211
33.155449
34.796628
34.30796
36.004457
36.585324
36.926467
36.419362
37.203069
38.208059
38.1343
38.327921
37.931457
37.737836
38.383243
38.208059
38.466224
37.654855
38.567645
38.078978
37.839257
35.838495
36.23496
36.336381
36.07822
36.769727
37.092428
37.553433
38.060537
37.765495
38.051319
37.295272
37.35059
37.820817
38.189618
37.995997
38.429342
37.848476
37.691736
37.617973
37.359812
37.728614
37.645636
38.254162
38.874598
38.846818
38.402326
38.91164
39.032024
39.522817
39.254269
39.782104
39.800625
39.041283
35.735368
34.994548
35.281614
35.809449
34.661178
34.874163
35.383477
36.13356
35.494603
34.753779
35.050107
34.068521
34.763041
34.957506
35.457561
35.577942
36.689175
36.16134
36.253944
36.170602
36.050217
35.124191
35.568683
35.226054
35.364956
35.309397
35.550162
35.448299
36.013176
37.226272
36.772517
36.763258
36.781779
37.142929
37.744844
37.689285
37.893009
37.976351
37.967092
37.346656
38.041176
38.18934
37.976351
38.356022
38.078215
38.411585
38.402285
38.374381
38.783611
39.685769
40.104298
39.406751
40.634433
40.811148
41.424989
41.843518
43.210707
43.406019
41.945821
42.559663
42.968892
42.77358
43.499028
44.689507
43.84315
42.587567
42.857286
44.270978
42.894486
43.898955
42.652671
41.322681
39.52766
37.76054
40.076397
40.299614
41.015759
39.815981
37.797743
38.337181
37.053694
37.360613
35.919016
37.035092
36.309644
36.272441
35.500487
37.509426
37.081595
36.449152
38.104666
37.704738
35.723704
35.072659
35.742306
35.444686
37.230404
37.323413
37.100196
38.681303
39.37885
39.118434
39.09053
39.620665
39.006824
39.220738
38.188371
39.685769
39.164936
37.286209
37.090014
36.884477
36.82842
36.632227
38.444688
39.350915
39.780676
40.014241
41.266142
40.827043
40.574793
38.659567
38.846419
39.294862
38.444688
40.35057
41.845384
42.443308
41.621161
41.649191
41.630505
41.705244
42.032236
41.667873
41.210089
40.3786
40.640191
40.873756
41.191403
40.135691
39.378945
38.986555
38.809048
38.9959
38.949184
38.267177
38.080325
37.557143
36.96856
37.183439
37.118041
38.220465
37.267522
37.248836
38.369946
38.192438
39.051953
37.454374
37.435688
38.014927
37.547798
38.510086
37.72531
38.164408
38.267177
38.650222
40.285172
39.967525
39.976869
39.575138
40.294517
40.584134
40.817699
40.182404
39.266832
39.033268
36.482746
35.763367
35.688276
35.500541
35.660117
35.613181
36.176386
36.852226
37.021187
36.692654
37.124442
36.899163
37.293403
37.800286
36.636332
36.889774
37.64071
38.185141
38.692024
38.917303
39.011173
39.790268
39.489893
41.048087
41.367236
41.207663
40.70078
40.888515
40.691391
40.081257
40.081257
39.35848
38.870371
39.658854
40.12819
39.630695
39.377254
40.362858
39.677628
40.672621
40.569367
41.58313
42.221426
42.127561
42.2402
42.033691
42.831564
43.000525
43.422924
43.526178
43.366606
43.291511
41.836571
41.310914
39.893522
40.578752
40.184512
40.146964
40.409791
40.165738
40.231444
39.902907
40.287762
40.738328
41.254596
42.45161
42.159424
41.810688
41.90494
