Date,AAPL,AXP,BA,CAT,CSCO,CVX,DD,DIS,GE,GS,HD,IBM,INTC,JNJ,JPM,KO,MCD,MMM,MRK,MSFT,NKE,PFE,PG,TRV,UNH,UTX,V,VZ,WMT,XOM
16/10/2008,13.672657,21.052688,37.649875,35.178627,15.844143,49.930355,24.970792,21.964476,15.465822,103.222446,16.406839,79.922756,12.664584,50.982751,34.986966,18.661197,43.681859,47.950352,21.322041,20.305473,25.33451,12.892209,49.67543,27.843779,20.871208,44.928876,12.622029,18.205729,46.486624,58.336096
17/10/2008,13.070151,20.776617,37.448133,32.646298,15.986963,49.336888,24.911777,22.398878,15.263654,104.96731,16.831583,79.276529,12.361527,50.300306,33.984622,18.017146,43.152479,47.297284,21.556515,20.087224,26.018002,12.846627,49.651305,28.496955,22.494422,43.08516,12.419867,18.059601,45.763197,57.151738
20/10/2008,13.209707,21.684982,39.263799,33.958129,16.924222,55.081651,26.682231,24.027886,15.660214,111.579421,17.3063,80.78731,12.792188,51.737458,35.133859,18.938384,45.590836,48.151295,23.447437,20.750362,27.045505,13.1733,51.396418,30.27226,23.527377,44.37661,12.369921,19.255161,46.324917,62.989545
21/10/2008,12.277081,23.50171,39.00322,32.239466,15.942333,52.85813,24.550308,22.90568,15.823504,111.441668,17.089763,77.59983,12.162148,51.111211,34.338899,18.763104,44.219261,50.269585,22.668376,19.608758,25.85505,13.1733,50.632427,30.422993,23.287584,43.289074,12.058354,18.604246,45.678086,60.058042
22/10/2008,12.999024,22.281653,36.069571,30.321537,15.540649,48.854205,23.237222,20.860368,14.742684,105.665251,16.215286,73.006365,11.627811,49.312763,32.118187,18.498147,43.457275,48.720637,21.185894,18.072626,23.763833,12.717477,47.556929,31.000803,22.19007,41.292422,11.53749,17.103154,44.48656,54.237032
23/10/2008,13.181527,21.845282,39.104089,29.358421,15.388903,52.834386,23.229845,21.17712,14.618273,100.018595,15.873824,73.661327,11.571985,50.139729,32.705768,17.552451,44.580203,51.525488,21.821244,18.735764,22.962652,12.990971,49.021839,34.333682,22.070174,41.36889,11.492301,17.428615,44.903593,59.125672
24/10/2008,12.933271,21.417815,38.028139,27.64806,14.558759,50.571301,21.636435,20.462167,13.864033,92.483578,15.415765,71.670245,11.388555,48.806952,30.614674,16.96139,42.558934,49.90956,20.686691,18.433574,21.631878,12.588327,47.645957,34.953364,21.129447,40.196391,11.411436,16.658144,43.746111,57.99171
27/10/2008,12.357591,20.553978,35.607249,27.216318,14.362381,48.830464,20.50777,19.339961,13.786276,85.556517,15.748899,69.565639,11.36463,48.293111,29.379026,16.716813,41.516214,50.545882,20.285815,17.77883,21.070598,12.451579,46.431944,31.494873,18.842192,38.386661,11.080843,18.338571,42.273719,55.513787
28/10/2008,13.406967,22.682401,41.113091,29.01801,16.344014,55.406076,22.6692,21.638673,15.154795,86.192114,17.964238,76.220043,12.648634,51.536738,32.489746,18.445155,45.414375,53.844718,22.456594,19.390509,23.727621,13.537959,51.174688,32.483013,20.705199,43.577951,11.884733,21.021938,46.954723,62.88035
29/10/2008,14.029604,22.450857,41.861212,30.006032,15.951259,56.181542,23.251976,21.692973,14.929301,89.959626,18.030865,77.023461,11.914917,49.40108,30.856618,17.874475,45.863547,52.329265,21.692661,19.306567,23.75478,13.059345,49.361764,33.789366,19.663021,44.249166,12.055975,20.258102,46.827062,62.703957
30/10/2008,14.900506,23.207828,42.617741,31.027267,15.879849,58.697843,23.635575,22.923781,15.045936,83.926083,18.921998,79.197937,12.895864,48.630318,32.507028,18.204654,46.416988,52.371127,22.834779,18.995983,25.262087,13.568348,51.053289,34.459294,20.649861,45.515126,12.902677,20.258102,46.597266,63.039947
31/10/2008,14.437547,24.490225,44.063548,31.716394,15.861996,59.030183,23.635575,23.448683,15.170347,85.206482,19.646564,81.189019,12.784212,49.248534,35.643672,17.960078,46.465115,53.83635,23.409619,18.744158,26.085899,13.454391,52.234927,35.631662,21.885717,46.696123,13.164297,19.706821,47.499425,62.258773
03/11/2008,14.353006,25.220479,44.425001,32.388912,15.353198,58.310113,23.628197,22.66133,15.007057,82.065354,18.50558,80.935766,12.47318,49.104016,35.194345,18.526681,45.743232,53.677267,22.668376,18.98759,25.275665,13.492377,52.12162,33.956848,21.66437,46.09288,12.484083,20.424157,47.635599,62.401566
04/11/2008,14.89379,26.55631,45.072253,35.078995,16.361867,61.870915,24.513425,23.548235,16.150082,87.50936,19.479997,81.56453,12.967641,49.690117,36.438632,18.763104,46.3448,54.933169,23.545764,19.751458,25.447671,13.986186,53.47322,35.673532,21.046442,48.641795,14.225053,21.659568,47.771774,65.089476
05/11/2008,13.861867,24.784108,41.964115,33.542993,15.522796,59.251743,22.765102,21.928275,15.496925,80.536246,18.447282,78.542976,12.11493,48.052245,33.889572,18.233188,44.917079,54.020544,21.722915,18.534304,23.890573,13.143458,51.644108,33.85636,21.000329,45.600088,13.430676,20.483935,46.06959,61.897584
06/11/2008,13.298267,22.192597,38.720473,31.218229,15.121115,55.477295,21.400376,20.643167,14.260593,74.355323,17.431225,74.775655,11.157641,46.50269,33.060044,18.135358,43.449252,52.212048,21.072439,17.527005,22.921914,12.656378,51.271809,31.57024,20.437737,43.000197,12.255759,19.427853,45.524892,58.764483
07/11/2008,13.182871,22.539912,39.448811,31.923962,15.692396,58.128113,22.470024,21.140921,14.664928,71.647136,17.539492,75.759194,11.769019,48.349312,32.61936,18.852783,44.491972,54.280101,21.87419,18.047443,22.365162,13.035218,52.194458,33.169687,20.686753,44.019764,12.724299,19.959212,46.290873,62.473164
10/11/2008,12.866174,21.355476,39.076171,31.060478,15.68347,58.824446,22.204457,19.982514,14.346125,65.595173,17.272986,73.651607,11.543774,48.180705,31.461481,18.710114,45.302083,54.380569,21.110257,17.879559,21.713354,12.834201,52.566754,32.499762,19.773695,44.342624,12.365165,20.251466,46.963236,62.5323
11/11/2008,12.717225,19.948401,37.23839,30.612131,15.335345,58.191418,21.215953,19.711013,13.848481,68.791569,17.081434,72.659277,11.205908,47.811382,31.409634,18.114976,45.149686,52.228793,20.837964,17.795619,20.672271,12.965635,51.6522,33.638633,18.593176,44.011266,12.793272,19.740028,46.597266,61.374924
12/11/2008,12.093245,17.8556,36.010378,29.125946,14.772989,53.237945,20.362821,18.244904,12.666579,61.523687,16.490121,70.024785,10.876086,46.50269,29.871557,17.866324,43.32894,49.767223,20.210177,17.040143,20.083833,12.238879,50.057796,32.683989,17.403435,41.952582,12.332156,19.23524,44.78444,58.232257
13/11/2008,12.941321,18.505706,36.552396,32.721022,15.406756,59.908514,21.919407,19.593361,13.109793,64.471368,18.513909,73.950179,11.60813,50.501025,32.135469,18.865011,45.117602,53.945193,21.579206,17.837589,22.116207,12.934709,52.647694,36.360205,19.220327,44.751704,12.973189,20.683191,46.750463,63.706582
14/11/2008,12.109344,17.802167,34.75696,30.686855,14.835474,58.00894,20.527461,19.077509,12.456636,61.46842,17.10642,70.542906,10.715196,48.212821,29.785149,18.351401,45.021352,52.798136,20.671563,16.838684,21.061545,12.586795,51.077568,35.070601,18.464057,42.996904,12.92553,19.926005,44.861039,62.24507
17/11/2008,11.827544,17.250025,34.875526,29.640714,14.469495,56.49247,20.175732,17.864802,12.526617,57.562738,16.656688,68.04014,10.457775,47.586577,28.316197,17.923392,44.604265,50.905908,19.658028,16.217516,20.961965,12.308462,50.591961,34.3923,17.421879,41.216425,12.572841,19.42121,44.095058,61.991627
18/11/2008,12.065064,17.258929,33.503541,30.047545,14.683728,58.583603,20.145798,18.706457,12.487738,57.139005,17.248,70.323365,10.546263,48.887239,27.77182,17.727731,45.326144,52.052965,19.76392,16.580912,21.111336,12.594526,52.000218,34.66027,17.550999,42.217944,13.02085,18.929707,44.869551,64.483799
19/11/2008,11.579288,16.688975,31.741979,28.121314,13.460827,56.356787,18.155166,18.045803,11.235854,50.829121,16.456808,66.714111,10.047508,46.663266,24.600614,17.230424,44.467908,49.6052,19.143697,15.456925,19.843932,12.03013,50.397721,31.226903,16.352034,39.367464,12.291645,17.893552,43.405673,62.02542
20/11/2008,10.800986,15.344239,31.428625,27.266135,12.916324,51.400328,16.42646,16.950746,9.98397,47.89986,15.424094,62.999474,9.838352,44.80862,20.2024,16.741271,42.438619,47.933969,17.820052,14.814647,19.739824,11.171939,48.018257,29.175256,15.033172,36.996342,11.471884,17.601305,43.116302,57.877441
21/11/2008,11.081442,16.644448,33.52048,28.785531,13.541163,56.261008,17.234686,19.11371,10.909275,49.10657,16.065377,65.756908,10.546263,47.237268,19.632102,17.93562,44.235304,51.740662,18.455402,16.631617,21.672616,12.115176,51.061381,32.466265,15.817111,39.949541,11.052472,18.909779,45.039767,64.044498
24/11/2008,12.472998,18.861927,34.511357,30.172087,14.639095,59.301932,18.177617,20.091115,11.865684,62.10401,17.839313,70.156511,10.908264,47.852528,23.831575,18.437002,44.524054,53.395012,19.242026,17.485171,22.777068,12.40124,52.348235,34.015466,17.58789,42.038184,11.848402,19.746671,44.912105,66.570463
25/11/2008,12.184491,19.031132,34.028621,30.944241,13.76432,61.081785,18.057879,19.937264,12.262244,66.120229,18.530566,70.823918,10.562352,47.520613,25.72393,18.371782,45.566774,53.715754,19.521882,16.893599,22.310845,12.323925,51.134222,33.873109,19.118875,40.343304,11.803124,20.311245,46.53769,65.987547
26/11/2008,12.748091,19.859346,34.960215,32.654602,14.630169,63.795468,18.432057,20.362616,12.588822,70.468064,19.61325,71.719642,11.238086,47.172506,26.458406,18.655437,46.853423,55.631766,19.900066,17.31615,24.103316,12.424434,51.118035,35.824265,19.349446,40.856903,12.391732,21.613075,48.248383,68.336098
28/11/2008,12.435425,20.758805,36.103538,34.032854,14.764064,63.061179,18.753852,20.380717,13.350838,72.761728,19.246804,71.658171,11.10133,47.423468,27.357058,19.267966,47.541252,56.492701,20.210177,17.087972,24.103316,12.702766,52.081151,36.552811,19.377115,41.541702,12.525181,21.686138,47.559001,67.710945
01/12/2008,11.933558,17.490473,33.774551,30.371354,13.353712,57.482164,16.628515,18.398755,12.0523,60.574902,17.664417,67.530803,10.103819,44.792429,22.570006,18.223789,45.453482,52.626921,18.795768,15.727358,21.735986,11.813649,48.957093,30.992427,18.556285,39.050741,11.450436,20.371023,45.116366,62.777294
02/12/2008,12.408588,18.487894,34.469012,31.550339,13.675057,60.291626,17.661251,19.42141,13.692968,59.874825,18.392543,70.1126,10.683019,46.006754,24.65246,18.059351,46.16559,51.369278,20.179923,16.183712,22.636748,12.385777,49.725966,33.63026,18.74074,39.427383,11.83887,21.34075,45.490848,65.565146
03/12/2008,12.868861,19.476409,34.274224,32.920289,14.290971,59.65311,17.668734,19.855814,14.097303,63.51337,19.158548,70.841478,10.988708,46.403432,26.138693,18.967868,48.188622,51.242669,20.30269,16.792187,23.542036,12.849664,50.89142,33.680505,18.796077,40.505943,12.496584,22.044807,46.282363,66.680285
04/12/2008,12.266344,18.559138,33.190184,31.151809,13.683984,57.274651,17.728603,19.720063,13.646313,62.205337,19.545759,68.005013,10.272753,45.480545,26.855886,18.396448,49.232507,49.9175,19.182436,16.149909,23.633002,12.579063,49.572192,32.508135,18.353383,40.368983,12.108152,21.354034,46.90366,64.433106
05/12/2008,12.613897,19.396259,33.478132,31.766208,14.228486,59.397705,18.050396,20.606968,13.879585,65.143811,20.539041,70.771223,10.691063,47.140123,28.817367,18.902093,50.753828,50.516779,20.325709,16.792187,24.260668,12.795543,50.689085,36.351832,19.746026,41.952582,12.672929,22.044807,49.542043,64.711893
08/12/2008,13.381464,21.765132,36.289855,35.22014,15.397829,62.326884,19.711751,22.552729,14.680478,71.066813,20.412776,74.520987,11.213952,47.577281,31.53061,18.902093,49.297243,48.431962,20.717031,17.755603,25.547838,13.089338,50.575777,36.908368,19.782919,41.644425,13.38307,22.735571,48.988835,67.246301
09/12/2008,13.427097,20.740995,34.57064,35.186932,15.317492,60.307586,19.741684,21.294772,13.825155,67.032167,19.528925,72.615373,11.503552,46.800113,29.344462,18.429336,48.29382,47.393773,20.187595,17.409112,24.078735,12.733691,48.390553,35.559191,19.16499,41.062344,12.756334,22.151078,47.499425,66.063576
10/12/2008,13.17884,19.200336,35.298978,36.25798,15.469239,62.606238,19.868905,21.448623,13.996219,65.889941,20.446448,72.764659,11.479419,46.792016,28.964264,18.626661,49.896061,48.55013,20.701685,17.417563,22.968949,12.811006,47.848293,34.226883,19.893591,41.096582,12.668162,21.745916,47.022812,67.64336
11/12/2008,12.748091,17.926844,34.104843,35.037482,15.094336,63.42034,19.412408,20.96178,13.257529,64.213447,19.352154,70.762447,11.270263,47.156315,25.870825,18.178568,49.256783,46.541274,20.287345,16.437244,22.163899,12.803274,47.41125,32.936735,21.66437,40.300504,12.413179,21.566583,46.833052,67.601117
12/12/2008,13.186891,18.113861,33.198655,34.937851,15.165746,63.053196,19.913808,20.768881,13.304185,62.398778,19.7562,72.185068,11.865552,46.346764,26.734914,18.322451,49.030204,47.300926,20.747724,16.361185,22.45499,13.081607,47.702611,34.218452,21.710485,41.789943,12.618119,21.785766,46.696288,67.964382
15/12/2008,12.714538,17.223308,32.80908,35.045784,15.031852,62.422663,19.58453,20.915852,13.179774,61.219705,19.705694,72.685621,11.736841,46.800113,24.738868,18.486889,49.111124,46.954863,20.410112,16.090752,21.91829,12.857394,48.042536,33.771535,21.931832,42.483305,12.570458,21.453662,46.764668,67.541981
16/12/2008,12.805794,17.864506,35.485298,36.365916,15.549576,63.061179,20.647199,21.843609,13.934014,70.007488,20.4717,75.87336,12.581507,48.249206,27.953278,19.099418,50.915668,49.225374,21.415272,16.995012,22.577794,13.421791,49.871647,37.481768,22.457532,44.229543,13.05183,22.250704,47.217701,70.236904
17/12/2008,11.964414,17.641867,34.740021,37.07165,15.031852,61.313247,20.287986,21.659894,13.521903,72.568287,20.791571,75.381584,12.275819,47.585375,27.529876,18.696546,50.680999,49.444831,20.809107,16.614715,23.032625,13.336744,49.127054,36.031404,22.042505,43.313623,13.192428,22.616015,47.174959,68.479713
18/12/2008,12.000645,16.831464,34.782366,35.004271,14.871179,58.288289,19.240284,20.970966,12.409981,73.738153,20.58113,73.765765,11.471374,47.755383,26.104128,18.573218,49.596653,47.866443,21.284831,16.310477,23.965028,13.236236,48.811412,36.065134,22.974008,43.493386,13.035149,22.117864,47.363011,65.049815
19/12/2008,12.077134,17.303458,34.926341,35.444314,14.853326,56.548339,19.157966,20.603538,12.829868,74.364536,20.387523,73.344244,11.616174,47.633949,26.199179,18.264898,48.811716,47.790477,21.914015,16.15836,23.31462,13.375401,48.706196,36.12416,24.431212,43.972744,13.09949,22.044807,47.645087,63.377103
22/12/2008,11.505485,16.403998,34.82471,34.688766,14.612317,55.383053,18.701467,20.144253,12.495513,70.928639,19.975059,72.000654,11.53573,47.706809,25.767134,18.359449,49.685667,47.579463,22.320683,16.209066,22.332186,13.282625,48.932811,35.356817,23.739501,44.289466,12.808761,22.197569,47.858781,63.284181
23/12/2008,11.591368,15.994343,34.003215,34.149091,14.496275,55.231404,18.334772,20.070767,12.775438,69.270565,19.882466,70.780007,11.31853,47.504421,25.153632,18.075795,49.078758,46.79449,22.566218,16.293577,21.813679,13.166653,48.422928,35.415843,23.960848,43.330744,12.784931,21.779123,47.260439,63.444689
24/12/2008,11.411552,16.003249,33.977806,34.796703,14.594464,55.566629,18.529346,20.199367,12.767513,70.412797,19.975059,70.709752,11.447241,47.407276,25.793057,18.129236,49.58856,46.845135,22.458797,16.200615,22.345832,13.15119,48.876157,35.129143,23.942402,43.784426,12.603821,21.818973,47.388653,64.019155
26/12/2008,11.514878,15.949816,34.325037,35.469224,14.523054,56.149269,18.693983,20.373896,12.65656,69.979855,19.831959,71.421069,11.407019,47.407276,25.749852,18.326562,49.410535,47.04771,22.251626,16.16681,22.632374,13.220773,48.989465,35.812164,24.255978,43.767306,12.68961,22.044807,47.311723,65.21033
29/12/2008,11.622234,15.7628,33.867711,35.15372,14.290971,57.107042,18.327289,19.72171,12.410878,70.523331,19.663607,71.350815,11.366797,47.075361,25.732571,18.256676,48.86027,46.735407,21.714517,16.023142,22.259413,13.367671,48.722383,36.748155,23.582713,43.938506,12.432242,22.011593,47.106579,65.911511
30/12/2008,11.579288,16.029966,34.934809,36.249679,14.487348,58.567637,18.791271,20.649466,12.537681,75.589662,19.453166,73.370594,11.817285,47.901099,26.7954,18.470445,49.9608,48.254708,22.712005,16.344282,22.600536,13.723317,49.466977,37.88652,24.938467,45.402266,12.151046,22.071371,47.055292,66.393049
31/12/2008,11.453154,16.51977,36.137412,37.088252,14.549832,59.038544,18.933458,20.842367,12.83884,77.735946,19.377407,73.906275,11.793152,48.435406,27.244727,18.610217,50.324943,48.567011,23.325842,16.428793,23.196364,13.69239,50.033516,38.114194,24.532663,45.881625,12.498968,22.516387,47.918615,67.440609
02/01/2009,12.177784,17.214402,38.322427,38.948063,15.138966,61.073802,19.592014,21.972208,13.528332,79.919077,20.311764,76.72518,12.227552,49.099237,27.419652,18.869206,51.587316,49.959702,23.786221,17.180934,24.133316,14.125352,50.826671,38.114194,25.445721,47.037227,12.734887,23.007889,48.87596,68.9697
05/01/2009,12.691731,17.766546,39.101577,38.258939,15.272862,61.185547,19.704266,21.586409,13.179623,81.779799,20.799987,76.242187,11.994263,48.613505,25.582928,18.680102,51.433567,49.377304,23.425592,17.341503,24.306151,14.040306,50.462467,37.549225,25.030694,46.480826,12.825442,21.573218,48.31181,68.96125
06/01/2009,12.482391,18.763965,39.220147,38.026461,15.879849,61.736261,20.692099,22.33045,13.361904,81.715319,21.262958,78.358565,12.364307,48.322066,26.133945,18.380003,50.284483,49.959702,22.995904,17.544328,23.814934,13.761973,50.316785,36.402426,24.440435,46.977307,13.728609,21.227836,47.884423,67.837667
07/01/2009,12.212671,17.973526,37.907442,36.25798,15.460313,59.030561,19.202867,21.292466,12.767513,77.837273,20.682141,77.094007,11.616174,47.86872,24.568358,18.470445,49.556193,49.01436,22.627602,16.48795,22.950756,13.522299,49.434605,34.960496,24.255978,45.813146,13.430731,21.497398,47.474132,66.105819
08/01/2009,12.439454,18.000473,37.932851,36.548577,15.656692,59.254039,19.449826,21.035266,12.791287,78.675524,20.530623,76.558327,11.704663,47.779669,23.807429,18.597884,48.973559,49.444831,22.527854,17.003463,23.373748,13.646002,48.892345,35.609787,24.634113,45.804584,13.287749,21.827605,43.918274,66.81545
09/01/2009,12.154967,17.272908,37.644904,35.867754,14.906885,58.12068,19.015777,20.493309,12.680335,77.303004,20.084489,74.380477,11.382885,47.803954,22.714141,18.334783,48.609413,48.735823,22.044455,16.496401,22.56415,13.483642,48.447207,35.398978,24.394321,45.111226,13.254386,21.672611,44.089229,65.531353
12/01/2009,11.897319,16.913617,37.043602,34.198906,14.639095,56.524396,18.656567,20.079953,12.545606,71.545809,19.335318,75.267425,11.093285,47.229174,21.787034,17.977132,48.682242,48.178746,21.867977,16.454145,22.796113,13.421791,48.511953,34.597905,23.628828,44.820186,12.620502,21.423268,43.92682,64.661207
13/01/2009,11.769841,17.057333,35.959562,34.373265,14.683728,57.322538,18.866106,19.473697,11.840263,71.776097,18.948107,74.942502,10.996752,47.633949,23.046502,18.096349,48.002503,47.478177,21.82194,16.749931,22.514118,13.599614,48.131564,35.238765,23.389035,43.484824,12.663396,21.227836,44.550804,65.827032
14/01/2009,11.450468,16.01539,34.892464,32.671205,14.049961,55.622498,17.87079,19.106267,11.18247,69.721934,18.443049,73.054455,10.52213,46.91345,22.661664,17.520817,46.392172,46.45687,21.346215,16.133007,21.217852,13.329013,46.828523,33.729374,22.208516,42.825703,12.14628,20.594374,44.072133,63.444689
15/01/2009,11.188798,15.557294,34.689206,33.05725,14.112446,56.484487,18.447025,19.620668,10.913014,68.008592,19.200636,73.871148,10.691063,46.646297,21.288495,17.825027,46.918158,46.566595,21.576405,16.259772,21.358848,13.444984,46.504785,33.712509,22.955562,42.534663,11.767379,20.149597,43.892628,64.762585
16/01/2009,11.047898,15.278844,35.959562,33.191527,14.121371,57.258685,18.686499,19.712524,11.063592,67.290095,19.528925,74.573675,11.053063,46.500578,19.959057,18.022352,48.285727,47.621665,21.630115,16.656969,21.286075,13.530031,46.723308,34.61477,23.518154,43.741623,11.297923,20.190029,44.072133,65.979097
20/01/2009,10.493691,14.012344,34.181064,32.159275,13.398343,54.521059,17.451709,18.591868,10.247296,54.532149,18.51039,71.991877,10.345152,45.941989,15.822057,17.627703,46.181774,45.511524,21.399925,15.617494,20.076226,13.298088,46.480506,32.346471,22.282298,42.252184,10.108793,20.129378,43.217359,64.450006
21/01/2009,11.114995,15.153093,35.798652,33.191527,14.014256,56.851637,18.319804,19.501253,10.326548,64.388468,18.754502,80.28174,10.66693,45.626265,19.792877,17.796251,47.500792,45.781625,21.15439,16.378086,20.767569,13.514567,46.920613,34.252179,23.103127,42.158024,10.528206,20.823498,42.003579,66.959071
22/01/2009,11.857068,14.425528,35.790181,31.244515,13.719689,55.830011,17.900724,19.262424,10.683182,65.429366,18.493554,79.09622,10.312974,46.039134,20.203954,17.726364,47.516977,45.629695,21.062315,14.459704,20.753924,13.305818,46.423452,32.515118,25.076809,41.901224,10.528206,20.324811,41.77279,66.088926
23/01/2009,11.857068,14.371634,35.553049,29.926925,14.183856,56.524396,18.08033,18.93174,9.534027,69.003437,18.283113,78.586883,10.554308,45.31054,21.236018,17.348159,46.950527,44.650589,21.637789,14.535763,20.776665,13.491374,45.641035,31.975445,25.860747,40.582983,10.561568,20.513503,41.328307,65.928411
26/01/2009,12.028825,13.653053,36.425359,27.417627,14.549832,56.899524,17.34694,19.161383,9.84311,68.349413,19.133295,80.43981,10.763463,45.780078,21.428436,17.689366,47.258029,45.207667,21.323197,14.899156,20.772116,12.099713,45.942591,31.688749,25.962197,41.661542,10.149305,20.884149,41.542001,66.401499
27/01/2009,12.175097,14.982429,36.603212,27.123898,14.933662,57.538034,17.414292,19.519625,10.350324,72.089292,18.61982,80.492504,11.109375,46.581534,21.918228,17.812695,47.355134,45.570611,21.768229,14.92451,20.699343,12.231147,46.211548,33.636618,26.819918,42.149465,10.521057,20.190029,41.70441,66.671835
28/01/2009,12.640734,16.033355,36.62015,27.694574,15.067556,58.894878,18.491926,20.465753,10.699033,80.784954,19.360571,83.267498,11.270263,47.407276,24.192267,18.030574,47.905399,46.777609,22.082821,15.24565,21.649939,11.937352,47.417775,34.774986,27.659193,43.364984,11.252646,20.836978,41.653122,66.950622
29/01/2009,12.479705,15.009375,34.47748,26.729461,14.219561,56.36477,17.795955,19.519625,10.080867,76.197625,18.518807,81.238942,10.755419,47.1806,22.241842,17.903135,47.047632,47.731394,22.205589,14.865353,20.917664,11.689946,47.450377,33.248731,26.460229,41.670104,11.026258,20.371983,40.90947,65.049815
30/01/2009,12.094578,15.02734,35.832529,25.890231,13.362638,56.284951,17.182299,18.99604,9.613279,74.364536,18.123179,80.48372,10.37733,46.702965,22.311812,17.561928,46.950527,45.401799,21.906342,14.451253,20.581088,11.272448,44.418507,32.582575,26.128208,41.079465,11.760229,20.129378,40.276936,64.610521
02/02/2009,12.279767,15.251897,34.553701,25.420263,13.666132,56.101382,16.95031,18.555126,9.209093,76.980602,18.156849,79.851441,10.964574,46.702965,22.040678,17.364603,46.853423,42.726138,21.814267,15.068177,20.208127,11.512123,43.236729,32.709062,26.884478,40.694264,11.907978,20.614586,39.806811,64.787929
03/02/2009,12.477027,14.452475,35.646209,25.168493,13.942846,57.178872,17.474161,18.940926,9.010963,76.280525,18.451466,82.090762,11.045018,47.423468,21.034852,17.808583,47.646451,43.587076,23.203075,15.634396,21.05866,11.751798,43.937646,33.046353,27.428623,41.353385,11.531459,21.268274,40.866732,65.995997
04/02/2009,12.553518,14.694997,35.902841,25.680424,14.139224,57.146946,17.421776,17.452841,8.923786,81.033669,18.291531,81.519954,11.280711,46.921544,21.026107,17.430378,46.821053,42.911832,22.942193,15.744259,20.822148,11.506969,42.804771,32.574144,26.72769,40.685702,11.707803,20.628066,39.678594,65.607388
05/02/2009,12.944007,15.296809,36.544422,26.528046,14.594464,58.463881,17.803439,17.186455,8.598853,85.528884,18.855513,81.151127,11.581421,47.042978,21.463422,17.549594,47.22566,43.511111,23.095653,16.090752,21.468008,11.451685,43.456785,32.27901,26.561679,41.130823,12.806378,21.01893,41.507812,67.398366
06/02/2009,13.381464,16.105213,36.715507,27.929558,15.210378,59.780816,18.387157,17.866198,8.796983,88.955567,19.806707,84.885959,11.971532,47.366796,24.166027,17.903135,47.30658,44.220119,23.609743,16.614715,22.141157,11.720207,44.010998,33.49327,26.6908,41.969703,13.204343,21.376096,42.42242,68.213463
09/02/2009,13.755863,15.943532,36.612855,27.459591,15.040778,59.397705,18.589214,17.857013,10.017465,90.171487,19.43633,85.48636,12.117824,47.358702,23.859908,17.393379,47.75974,45.671897,23.517666,16.428793,21.727262,11.617537,43.147077,34.243748,27.225722,42.474743,13.182896,21.153712,42.123247,67.483277
10/02/2009,13.127844,14.344688,34.397264,25.948977,14.326675,56.763841,17.713634,17.232384,9.209093,83.272066,18.695577,82.351916,11.443257,45.925797,21.533392,16.719184,46.351708,43.114407,22.259299,15.887926,20.490122,11.112083,41.932701,32.751223,25.796186,40.283384,12.832591,20.216988,40.789802,64.647414
11/02/2009,12.992318,14.694997,34.499919,26.125214,14.433791,56.875581,17.61463,16.993556,9.4627,87.242226,18.636654,84.020681,11.443257,46.41153,22.819098,16.965841,46.189868,43.291658,22.80408,16.234418,20.153548,11.356913,41.696345,34.538879,26.331109,40.762742,13.122695,20.203509,41.225735,63.322883
12/02/2009,13.321084,14.542298,34.097861,26.0329,14.460571,56.271462,17.44709,17.296684,9.256645,88.04363,18.501972,83.941213,11.378239,46.775825,22.906561,18.248454,46.092761,42.177504,22.512507,16.276674,20.221771,11.57015,41.794146,35.196604,27.18883,40.154983,13.466521,20.122645,41.140259,63.866281
13/02/2009,13.306318,14.138095,34.628233,25.965762,14.371308,56.166751,17.0587,17.011928,9.066439,88.845027,17.862231,82.855192,11.280711,46.22533,21.594616,18.026463,45.97138,41.71327,22.059802,16.133007,19.753296,11.514867,41.639294,34.04137,26.709244,40.309063,13.359075,19.920474,39.772619,63.331369
17/02/2009,12.685024,12.539251,32.874581,24.320871,13.648279,53.307263,16.152455,16.387299,8.567152,78.951865,16.784774,80.05627,10.736181,45.318635,18.93574,17.512595,45.056969,40.025157,21.95238,15.392726,19.075598,11.254242,40.840576,33.029488,26.211213,39.102102,12.953169,19.044401,41.234285,60.520983
18/02/2009,12.663551,12.665003,32.489632,23.867688,13.719689,53.258935,16.099148,16.194399,8.606777,77.837273,16.666926,80.797944,10.85809,45.197204,18.813292,17.545484,45.647694,40.221402,21.975398,15.418254,19.794231,11.183163,41.525192,32.827114,26.128208,38.717944,13.406829,18.916359,42.738685,61.081366
19/02/2009,12.163018,11.560183,32.138901,22.675982,13.425122,53.710007,15.901145,16.249514,8.207032,79.228213,16.969962,78.519955,10.305433,45.278158,18.017379,17.800361,44.757561,40.161676,21.890997,15.239564,19.471302,11.080492,41.671896,32.464523,26.423337,38.60572,13.28267,18.862448,43.123334,61.26816
20/02/2009,12.238165,11.650006,31.061048,22.373859,13.460827,52.413169,15.52037,16.102543,7.652282,78.345558,16.380726,78.396343,10.386706,44.608824,17.405137,17.611259,44.158742,40.315258,21.561059,15.316145,19.525881,10.827766,40.954678,32.329605,25.805409,37.975529,13.289832,19.415047,42.755781,60.478534
23/02/2009,11.667858,10.91346,29.478481,21.081446,12.818135,50.697477,14.400893,15.588142,7.219904,74.159228,15.749403,74.493745,9.817794,43.79256,17.064032,17.302938,43.592293,38.745309,21.392252,14.643936,18.925505,10.480267,39.854405,31.612858,21.968722,36.559753,12.953169,18.768106,41.781339,58.839848
